id_venda,id_pedido,data_venda,id_produto,id_canal,id_regiao,quantidade,preco_unitario,custo_unitario,desconto_percentual,receita_bruta,valor_desconto,receita_liquida,custo_total,margem_bruta,margem_percentual
1492,100988,2025-07-14,8,3,4,2,49.3,19.91,0.05,98.6,4.93,93.67,39.82,53.85,0.5749
7290,104847,2025-07-14,7,1,5,1,49.12,17.92,0.15,49.12,7.37,41.75,17.92,23.83,0.5708
7291,104847,2025-07-14,9,1,5,2,76.65,28.11,0.0,153.3,0.0,153.3,56.22,97.08,0.6333
7292,104847,2025-07-14,8,1,5,1,49.25,19.25,0.1,49.25,4.93,44.32,19.25,25.07,0.5657
7695,105105,2025-07-14,14,4,2,1,28.78,10.2,0.05,28.78,1.44,27.34,10.2,17.14,0.6269
9862,106541,2025-07-14,4,3,2,1,88.43,32.83,0.0,88.43,0.0,88.43,32.83,55.6,0.6287
10939,107236,2025-07-14,12,3,4,1,83.74,27.88,0.0,83.74,0.0,83.74,27.88,55.86,0.6671
12387,108197,2025-07-14,15,1,3,1,58.61,22.32,0.0,58.61,0.0,58.61,22.32,36.29,0.6192
12388,108197,2025-07-14,5,1,3,1,95.49,40.61,0.05,95.49,4.77,90.72,40.61,50.11,0.5524
12403,108209,2025-07-14,14,4,4,1,30.39,9.94,0.0,30.39,0.0,30.39,9.94,20.45,0.6729
13053,108636,2025-07-14,5,3,5,2,98.36,41.68,0.0,196.72,0.0,196.72,83.36,113.36,0.5763
13389,108850,2025-07-14,7,1,4,1,51.09,18.62,0.0,51.09,0.0,51.09,18.62,32.47,0.6355
16639,110972,2025-07-14,13,2,4,1,57.09,20.77,0.0,57.09,0.0,57.09,20.77,36.32,0.6362
16640,110972,2025-07-14,11,2,4,2,46.0,13.12,0.1,92.0,9.2,82.8,26.24,56.56,0.6831
16641,110972,2025-07-14,15,2,4,1,57.44,22.27,0.0,57.44,0.0,57.44,22.27,35.17,0.6123
16872,111123,2025-07-14,13,3,1,1,61.19,20.94,0.0,61.19,0.0,61.19,20.94,40.25,0.6578
19306,112736,2025-07-14,2,5,5,1,114.97,46.31,0.1,114.97,11.5,103.47,46.31,57.16,0.5524
20994,113853,2025-07-14,13,1,4,1,61.17,19.86,0.1,61.17,6.12,55.05,19.86,35.19,0.6392
20995,113853,2025-07-14,15,1,4,1,57.23,21.93,0.05,57.23,2.86,54.37,21.93,32.44,0.5967
606,100395,2025-07-15,8,3,1,1,53.51,20.24,0.1,53.51,5.35,48.16,20.24,27.92,0.5797
1051,100697,2025-07-15,2,2,4,1,123.17,45.49,0.1,123.17,12.32,110.85,45.49,65.36,0.5896
1739,101161,2025-07-15,3,5,2,1,55.02,19.43,0.2,55.02,11.0,44.02,19.43,24.59,0.5586
1740,101161,2025-07-15,11,5,2,1,43.61,13.38,0.05,43.61,2.18,41.43,13.38,28.05,0.677
3785,102513,2025-07-15,12,5,2,1,87.33,27.73,0.2,87.33,17.47,69.86,27.73,42.13,0.6031
3786,102513,2025-07-15,5,5,2,1,101.68,40.63,0.05,101.68,5.08,96.6,40.63,55.97,0.5794
8472,105614,2025-07-15,8,2,4,1,52.46,19.42,0.0,52.46,0.0,52.46,19.42,33.04,0.6298
9367,106209,2025-07-15,13,1,4,1,59.37,19.85,0.05,59.37,2.97,56.4,19.85,36.55,0.648
9368,106209,2025-07-15,6,1,4,1,75.34,31.99,0.05,75.34,3.77,71.57,31.99,39.58,0.553
9369,106209,2025-07-15,8,1,4,2,54.4,19.45,0.05,108.8,5.44,103.36,38.9,64.46,0.6236
9896,106564,2025-07-15,4,2,4,1,88.1,34.07,0.1,88.1,8.81,79.29,34.07,45.22,0.5703
11259,107449,2025-07-15,9,4,2,1,76.05,28.1,0.0,76.05,0.0,76.05,28.1,47.95,0.6305
13137,108690,2025-07-15,8,2,5,1,53.13,20.09,0.1,53.13,5.31,47.82,20.09,27.73,0.5799
13287,108787,2025-07-15,13,1,2,1,59.04,20.4,0.15,59.04,8.86,50.18,20.4,29.78,0.5935
14744,109723,2025-07-15,7,2,3,1,48.87,18.65,0.0,48.87,0.0,48.87,18.65,30.22,0.6184
15047,109920,2025-07-15,7,2,4,2,49.29,17.82,0.05,98.58,4.93,93.65,35.64,58.01,0.6194
19337,112757,2025-07-15,6,2,4,2,79.5,32.8,0.0,159.0,0.0,159.0,65.6,93.4,0.5874
21634,114288,2025-07-15,7,4,2,1,48.57,18.39,0.0,48.57,0.0,48.57,18.39,30.18,0.6214
21635,114288,2025-07-15,1,4,2,2,71.76,26.94,0.0,143.52,0.0,143.52,53.88,89.64,0.6246
22224,114662,2025-07-15,12,2,4,1,81.85,27.75,0.1,81.85,8.18,73.67,27.75,45.92,0.6233
713,100475,2025-07-16,14,1,4,3,28.79,9.99,0.1,86.37,8.64,77.73,29.97,47.76,0.6144
828,100547,2025-07-16,13,1,4,1,56.68,20.75,0.05,56.68,2.83,53.85,20.75,33.1,0.6147
829,100547,2025-07-16,11,1,4,1,43.06,13.04,0.1,43.06,4.31,38.75,13.04,25.71,0.6635
4463,102958,2025-07-16,7,1,2,3,47.37,18.27,0.15,142.11,21.32,120.79,54.81,65.98,0.5462
4816,103201,2025-07-16,6,3,3,1,81.76,32.57,0.0,81.76,0.0,81.76,32.57,49.19,0.6016
5017,103340,2025-07-16,1,1,3,1,72.66,26.12,0.05,72.66,3.63,69.03,26.12,42.91,0.6216
6042,104012,2025-07-16,9,3,5,1,70.19,28.11,0.05,70.19,3.51,66.68,28.11,38.57,0.5784
8421,105583,2025-07-16,1,5,5,2,70.05,26.92,0.2,140.1,28.02,112.08,53.84,58.24,0.5196
9604,106368,2025-07-16,3,2,4,2,56.41,20.26,0.0,112.82,0.0,112.82,40.52,72.3,0.6408
9605,106368,2025-07-16,8,2,4,2,54.53,20.42,0.1,109.06,10.91,98.15,40.84,57.31,0.5839
9606,106368,2025-07-16,7,2,4,2,49.44,17.97,0.0,98.88,0.0,98.88,35.94,62.94,0.6365
10395,106887,2025-07-16,13,5,5,1,61.78,20.57,0.2,61.78,12.36,49.42,20.57,28.85,0.5838
10511,106956,2025-07-16,7,1,3,2,47.0,18.22,0.05,94.0,4.7,89.3,36.44,52.86,0.5919
10512,106956,2025-07-16,1,1,3,1,65.05,25.88,0.05,65.05,3.25,61.8,25.88,35.92,0.5812
14375,109481,2025-07-16,10,3,2,1,63.22,24.24,0.05,63.22,3.16,60.06,24.24,35.82,0.5964
14376,109481,2025-07-16,13,3,2,2,60.74,20.53,0.1,121.48,12.15,109.33,41.06,68.27,0.6244
14377,109481,2025-07-16,1,3,2,1,68.01,26.87,0.1,68.01,6.8,61.21,26.87,34.34,0.561
15235,110052,2025-07-16,8,3,3,2,51.79,20.0,0.05,103.58,5.18,98.4,40.0,58.4,0.5935
18017,111882,2025-07-16,5,3,4,1,101.32,41.47,0.0,101.32,0.0,101.32,41.47,59.85,0.5907
10,100007,2025-07-17,7,3,3,1,48.65,18.61,0.05,48.65,2.43,46.22,18.61,27.61,0.5974
54,100036,2025-07-17,6,5,4,4,80.62,33.03,0.15,322.48,48.37,274.11,132.12,141.99,0.518
459,100294,2025-07-17,13,1,4,1,57.74,20.45,0.0,57.74,0.0,57.74,20.45,37.29,0.6458
1544,101024,2025-07-17,1,1,4,2,65.41,26.54,0.1,130.82,13.08,117.74,53.08,64.66,0.5492
1936,101291,2025-07-17,7,3,4,1,50.21,18.65,0.1,50.21,5.02,45.19,18.65,26.54,0.5873
1937,101291,2025-07-17,14,3,4,2,28.93,10.31,0.05,57.86,2.89,54.97,20.62,34.35,0.6249
3101,102071,2025-07-17,6,3,4,1,76.28,32.04,0.05,76.28,3.81,72.47,32.04,40.43,0.5579
5192,103459,2025-07-17,5,3,4,1,94.15,40.97,0.1,94.15,9.42,84.73,40.97,43.76,0.5165
12107,108020,2025-07-17,2,3,4,2,124.02,46.26,0.1,248.04,24.8,223.24,92.52,130.72,0.5856
14760,109736,2025-07-17,2,4,1,1,124.07,46.33,0.0,124.07,0.0,124.07,46.33,77.74,0.6266
14761,109736,2025-07-17,11,4,1,1,44.65,13.02,0.0,44.65,0.0,44.65,13.02,31.63,0.7084
14874,109807,2025-07-17,12,2,2,1,87.78,28.07,0.1,87.78,8.78,79.0,28.07,50.93,0.6447
16132,110635,2025-07-17,4,1,2,1,88.03,34.03,0.0,88.03,0.0,88.03,34.03,54.0,0.6134
16133,110635,2025-07-17,3,1,2,1,54.28,20.15,0.15,54.28,8.14,46.14,20.15,25.99,0.5633
17324,111422,2025-07-17,15,3,4,1,56.54,22.41,0.1,56.54,5.65,50.89,22.41,28.48,0.5596
17325,111422,2025-07-17,11,3,4,1,42.39,13.21,0.1,42.39,4.24,38.15,13.21,24.94,0.6537
17326,111422,2025-07-17,10,3,4,1,61.39,23.96,0.0,61.39,0.0,61.39,23.96,37.43,0.6097
18894,112470,2025-07-17,8,1,4,1,49.73,19.81,0.15,49.73,7.46,42.27,19.81,22.46,0.5313
18895,112470,2025-07-17,5,1,4,1,92.92,39.61,0.15,92.92,13.94,78.98,39.61,39.37,0.4985
19275,112717,2025-07-17,3,2,4,2,53.82,19.32,0.1,107.64,10.76,96.88,38.64,58.24,0.6012
1004,100662,2025-07-18,2,2,4,1,116.44,44.6,0.0,116.44,0.0,116.44,44.6,71.84,0.617
1005,100662,2025-07-18,14,2,4,1,31.04,10.25,0.1,31.04,3.1,27.94,10.25,17.69,0.6331
1006,100662,2025-07-18,11,2,4,1,41.96,13.14,0.05,41.96,2.1,39.86,13.14,26.72,0.6703
4353,102880,2025-07-18,7,5,4,1,49.77,18.17,0.05,49.77,2.49,47.28,18.17,29.11,0.6157
7100,104717,2025-07-18,13,2,2,1,56.01,20.26,0.0,56.01,0.0,56.01,20.26,35.75,0.6383
9217,106101,2025-07-18,15,1,5,1,57.56,22.09,0.05,57.56,2.88,54.68,22.09,32.59,0.596
9218,106101,2025-07-18,5,1,5,1,99.09,39.9,0.15,99.09,14.86,84.23,39.9,44.33,0.5263
9219,106101,2025-07-18,1,1,5,1,67.99,25.87,0.15,67.99,10.2,57.79,25.87,31.92,0.5523
9220,106101,2025-07-18,13,1,5,1,57.09,20.91,0.0,57.09,0.0,57.09,20.91,36.18,0.6337
10622,107024,2025-07-18,15,4,5,2,60.82,23.11,0.0,121.64,0.0,121.64,46.22,75.42,0.62
12126,108032,2025-07-18,2,1,2,1,114.49,46.06,0.05,114.49,5.72,108.77,46.06,62.71,0.5765
12797,108470,2025-07-18,15,4,2,2,57.33,22.49,0.0,114.66,0.0,114.66,44.98,69.68,0.6077
16600,110950,2025-07-18,4,2,4,4,85.29,32.59,0.0,341.16,0.0,341.16,130.36,210.8,0.6179
16601,110950,2025-07-18,10,2,4,1,64.21,23.54,0.05,64.21,3.21,61.0,23.54,37.46,0.6141
16602,110950,2025-07-18,9,2,4,2,75.47,29.05,0.1,150.94,15.09,135.85,58.1,77.75,0.5723
16603,110950,2025-07-18,8,2,4,1,50.42,20.13,0.1,50.42,5.04,45.38,20.13,25.25,0.5564
17399,111474,2025-07-18,1,1,5,1,65.52,25.69,0.0,65.52,0.0,65.52,25.69,39.83,0.6079
17400,111474,2025-07-18,13,1,5,1,62.2,20.93,0.15,62.2,9.33,52.87,20.93,31.94,0.6041
18953,112507,2025-07-18,7,1,4,2,51.07,18.35,0.05,102.14,5.11,97.03,36.7,60.33,0.6218
19027,112560,2025-07-18,1,1,4,1,71.46,26.48,0.1,71.46,7.15,64.31,26.48,37.83,0.5882
19028,112560,2025-07-18,14,1,4,1,30.23,9.98,0.15,30.23,4.53,25.7,9.98,15.72,0.6117
19846,113088,2025-07-18,8,5,4,1,52.76,20.09,0.15,52.76,7.91,44.85,20.09,24.76,0.5521
19847,113088,2025-07-18,6,5,4,1,80.37,31.44,0.2,80.37,16.07,64.3,31.44,32.86,0.511
20414,113468,2025-07-18,7,1,4,1,50.87,18.44,0.15,50.87,7.63,43.24,18.44,24.8,0.5735
20445,113487,2025-07-18,12,3,4,1,82.55,28.59,0.05,82.55,4.13,78.42,28.59,49.83,0.6354
20446,113487,2025-07-18,2,3,4,1,122.82,43.99,0.05,122.82,6.14,116.68,43.99,72.69,0.623
3265,102183,2025-07-19,7,1,4,1,49.05,18.43,0.05,49.05,2.45,46.6,18.43,28.17,0.6045
3266,102183,2025-07-19,14,1,4,1,30.3,10.42,0.15,30.3,4.54,25.76,10.42,15.34,0.5955
3267,102183,2025-07-19,6,1,4,2,74.52,31.2,0.15,149.04,22.36,126.68,62.4,64.28,0.5074
3665,102449,2025-07-19,7,4,4,2,49.9,18.17,0.0,99.8,0.0,99.8,36.34,63.46,0.6359
3666,102449,2025-07-19,13,4,4,2,58.8,20.47,0.05,117.6,5.88,111.72,40.94,70.78,0.6335
3870,102566,2025-07-19,2,1,5,1,114.83,45.37,0.0,114.83,0.0,114.83,45.37,69.46,0.6049
3871,102566,2025-07-19,9,1,5,1,73.63,29.03,0.05,73.63,3.68,69.95,29.03,40.92,0.585
4567,103032,2025-07-19,4,2,2,1,86.4,33.3,0.1,86.4,8.64,77.76,33.3,44.46,0.5718
5124,103413,2025-07-19,4,1,5,2,91.93,32.42,0.1,183.86,18.39,165.47,64.84,100.63,0.6081
5125,103413,2025-07-19,1,1,5,1,69.95,26.14,0.15,69.95,10.49,59.46,26.14,33.32,0.5604
5395,103589,2025-07-19,9,3,4,1,77.1,29.74,0.1,77.1,7.71,69.39,29.74,39.65,0.5714
8227,105449,2025-07-19,7,3,1,1,48.53,17.75,0.1,48.53,4.85,43.68,17.75,25.93,0.5936
8228,105449,2025-07-19,12,3,1,1,80.26,28.82,0.1,80.26,8.03,72.23,28.82,43.41,0.601
8273,105479,2025-07-19,15,4,2,1,62.11,22.23,0.05,62.11,3.11,59.0,22.23,36.77,0.6232
12023,107968,2025-07-19,1,5,4,3,69.94,26.77,0.05,209.82,10.49,199.33,80.31,119.02,0.5971
13125,108684,2025-07-19,11,2,3,1,45.58,13.08,0.1,45.58,4.56,41.02,13.08,27.94,0.6811
13126,108684,2025-07-19,8,2,3,1,54.28,20.2,0.0,54.28,0.0,54.28,20.2,34.08,0.6279
13296,108793,2025-07-19,7,4,2,1,48.13,18.56,0.0,48.13,0.0,48.13,18.56,29.57,0.6144
13297,108793,2025-07-19,5,4,2,1,96.47,39.89,0.05,96.47,4.82,91.65,39.89,51.76,0.5648
13298,108793,2025-07-19,4,4,2,1,91.75,32.53,0.05,91.75,4.59,87.16,32.53,54.63,0.6268
18001,111869,2025-07-19,7,1,4,1,51.66,17.77,0.1,51.66,5.17,46.49,17.77,28.72,0.6178
18339,112094,2025-07-19,4,4,4,1,91.07,32.4,0.05,91.07,4.55,86.52,32.4,54.12,0.6255
20082,113248,2025-07-19,12,2,2,1,81.49,28.13,0.05,81.49,4.07,77.42,28.13,49.29,0.6367
20083,113248,2025-07-19,1,2,2,1,67.35,25.95,0.0,67.35,0.0,67.35,25.95,41.4,0.6147
20991,113850,2025-07-19,14,2,5,1,29.44,10.11,0.0,29.44,0.0,29.44,10.11,19.33,0.6566
21061,113896,2025-07-19,11,1,3,1,42.82,13.04,0.15,42.82,6.42,36.4,13.04,23.36,0.6418
21501,114194,2025-07-19,3,1,4,1,51.33,20.4,0.0,51.33,0.0,51.33,20.4,30.93,0.6026
78,100049,2025-07-20,7,4,5,1,46.85,18.5,0.05,46.85,2.34,44.51,18.5,26.01,0.5844
1439,100953,2025-07-20,9,1,2,1,76.02,29.77,0.15,76.02,11.4,64.62,29.77,34.85,0.5393
1440,100953,2025-07-20,15,1,2,3,58.29,22.97,0.0,174.87,0.0,174.87,68.91,105.96,0.6059
1441,100953,2025-07-20,5,1,2,1,99.11,40.39,0.05,99.11,4.96,94.15,40.39,53.76,0.571
4345,102876,2025-07-20,12,3,4,1,84.55,28.74,0.1,84.55,8.46,76.09,28.74,47.35,0.6223
4346,102876,2025-07-20,11,3,4,1,44.16,13.78,0.05,44.16,2.21,41.95,13.78,28.17,0.6715
4347,102876,2025-07-20,1,3,4,1,71.04,26.43,0.1,71.04,7.1,63.94,26.43,37.51,0.5866
5345,103558,2025-07-20,9,1,1,1,74.15,28.83,0.1,74.15,7.42,66.73,28.83,37.9,0.568
6969,104632,2025-07-20,10,2,5,1,63.84,23.7,0.1,63.84,6.38,57.46,23.7,33.76,0.5875
7203,104781,2025-07-20,7,2,2,2,47.24,18.59,0.1,94.48,9.45,85.03,37.18,47.85,0.5627
8255,105466,2025-07-20,12,1,4,1,85.84,27.83,0.1,85.84,8.58,77.26,27.83,49.43,0.6398
9071,106008,2025-07-20,13,5,5,1,61.2,20.84,0.2,61.2,12.24,48.96,20.84,28.12,0.5743
9072,106008,2025-07-20,5,5,5,1,98.69,41.77,0.15,98.69,14.8,83.89,41.77,42.12,0.5021
9073,106008,2025-07-20,10,5,5,1,61.36,23.49,0.05,61.36,3.07,58.29,23.49,34.8,0.597
11436,107571,2025-07-20,14,4,4,2,29.48,9.99,0.0,58.96,0.0,58.96,19.98,38.98,0.6611
11482,107607,2025-07-20,12,4,4,1,84.02,29.19,0.05,84.02,4.2,79.82,29.19,50.63,0.6343
11483,107607,2025-07-20,5,4,4,1,101.49,39.79,0.05,101.49,5.07,96.42,39.79,56.63,0.5873
13010,108607,2025-07-20,13,2,4,3,58.17,20.79,0.05,174.51,8.73,165.78,62.37,103.41,0.6238
13386,108848,2025-07-20,1,2,3,1,72.65,25.72,0.0,72.65,0.0,72.65,25.72,46.93,0.646
13387,108848,2025-07-20,3,2,3,2,56.27,19.84,0.1,112.54,11.25,101.29,39.68,61.61,0.6083
17895,111794,2025-07-20,6,4,2,1,80.16,32.61,0.0,80.16,0.0,80.16,32.61,47.55,0.5932
22338,114734,2025-07-20,6,4,4,2,80.18,33.1,0.0,160.36,0.0,160.36,66.2,94.16,0.5872
22339,114734,2025-07-20,15,4,4,2,60.36,22.29,0.0,120.72,0.0,120.72,44.58,76.14,0.6307
22340,114735,2025-07-20,7,2,4,1,51.17,18.55,0.0,51.17,0.0,51.17,18.55,32.62,0.6375
22341,114735,2025-07-20,11,2,4,1,44.65,13.38,0.05,44.65,2.23,42.42,13.38,29.04,0.6846
1752,101170,2025-07-21,11,2,3,1,44.33,13.22,0.1,44.33,4.43,39.9,13.22,26.68,0.6687
1753,101170,2025-07-21,12,2,3,1,85.84,28.13,0.05,85.84,4.29,81.55,28.13,53.42,0.6551
1754,101170,2025-07-21,9,2,3,3,73.28,28.24,0.1,219.84,21.98,197.86,84.72,113.14,0.5718
1755,101170,2025-07-21,15,2,3,1,55.77,22.9,0.1,55.77,5.58,50.19,22.9,27.29,0.5437
2446,101629,2025-07-21,15,5,3,1,58.84,22.57,0.05,58.84,2.94,55.9,22.57,33.33,0.5962
4222,102795,2025-07-21,14,3,4,2,28.25,9.95,0.1,56.5,5.65,50.85,19.9,30.95,0.6087
4393,102907,2025-07-21,15,2,4,1,56.39,22.41,0.05,56.39,2.82,53.57,22.41,31.16,0.5817
5828,103863,2025-07-21,6,4,3,2,80.44,32.08,0.05,160.88,8.04,152.84,64.16,88.68,0.5802
6988,104647,2025-07-21,14,2,4,2,28.33,10.29,0.1,56.66,5.67,50.99,20.58,30.41,0.5964
11363,107523,2025-07-21,8,1,3,2,51.5,19.47,0.05,103.0,5.15,97.85,38.94,58.91,0.602
11364,107523,2025-07-21,14,1,3,1,28.85,10.37,0.15,28.85,4.33,24.52,10.37,14.15,0.5771
11365,107523,2025-07-21,15,1,3,1,60.85,22.52,0.15,60.85,9.13,51.72,22.52,29.2,0.5646
11753,107784,2025-07-21,10,1,4,1,63.94,23.94,0.05,63.94,3.2,60.74,23.94,36.8,0.6059
15720,110370,2025-07-21,1,3,4,1,66.16,25.56,0.05,66.16,3.31,62.85,25.56,37.29,0.5933
15721,110370,2025-07-21,9,3,4,2,77.31,29.08,0.05,154.62,7.73,146.89,58.16,88.73,0.6041
17768,111707,2025-07-21,4,5,4,1,84.59,33.41,0.05,84.59,4.23,80.36,33.41,46.95,0.5842
1675,101117,2025-07-22,8,2,5,1,53.49,20.07,0.05,53.49,2.67,50.82,20.07,30.75,0.6051
2507,101669,2025-07-22,4,3,3,1,88.98,33.49,0.05,88.98,4.45,84.53,33.49,51.04,0.6038
2508,101669,2025-07-22,14,3,3,1,28.12,10.44,0.1,28.12,2.81,25.31,10.44,14.87,0.5875
2509,101669,2025-07-22,7,3,3,1,47.9,18.66,0.05,47.9,2.4,45.5,18.66,26.84,0.5899
3884,102576,2025-07-22,11,1,4,1,44.63,13.69,0.1,44.63,4.46,40.17,13.69,26.48,0.6592
4310,102852,2025-07-22,7,2,4,1,49.92,18.74,0.1,49.92,4.99,44.93,18.74,26.19,0.5829
4403,102917,2025-07-22,4,4,4,1,84.11,33.39,0.0,84.11,0.0,84.11,33.39,50.72,0.603
6522,104330,2025-07-22,14,4,4,1,29.69,10.44,0.0,29.69,0.0,29.69,10.44,19.25,0.6484
6523,104330,2025-07-22,7,4,4,1,51.65,18.31,0.0,51.65,0.0,51.65,18.31,33.34,0.6455
6885,104575,2025-07-22,13,2,4,1,57.34,20.1,0.0,57.34,0.0,57.34,20.1,37.24,0.6495
7654,105076,2025-07-22,4,4,2,2,84.96,32.67,0.05,169.92,8.5,161.42,65.34,96.08,0.5952
9559,106338,2025-07-22,14,1,4,1,28.83,10.29,0.0,28.83,0.0,28.83,10.29,18.54,0.6431
11894,107879,2025-07-22,9,4,4,3,77.4,28.74,0.0,232.2,0.0,232.2,86.22,145.98,0.6287
15574,110276,2025-07-22,4,5,3,1,93.15,34.22,0.1,93.15,9.32,83.83,34.22,49.61,0.5918
16794,111074,2025-07-22,11,3,4,1,42.12,13.05,0.05,42.12,2.11,40.01,13.05,26.96,0.6738
16862,111115,2025-07-22,3,5,5,2,53.07,19.91,0.1,106.14,10.61,95.53,39.82,55.71,0.5832
21781,114384,2025-07-22,3,1,4,1,54.28,19.94,0.15,54.28,8.14,46.14,19.94,26.2,0.5678
21808,114401,2025-07-22,1,2,2,3,65.42,25.71,0.1,196.26,19.63,176.63,77.13,99.5,0.5633
22734,115000,2025-07-22,10,1,2,1,61.77,23.46,0.15,61.77,9.27,52.5,23.46,29.04,0.5531
2032,101350,2025-07-23,4,5,5,2,93.26,32.26,0.2,186.52,37.3,149.22,64.52,84.7,0.5676
2033,101350,2025-07-23,8,5,5,1,51.19,19.58,0.1,51.19,5.12,46.07,19.58,26.49,0.575
2216,101483,2025-07-23,5,1,1,1,100.61,40.63,0.15,100.61,15.09,85.52,40.63,44.89,0.5249
4762,103164,2025-07-23,12,4,4,1,82.66,28.8,0.0,82.66,0.0,82.66,28.8,53.86,0.6516
4763,103164,2025-07-23,8,4,4,1,52.87,19.41,0.0,52.87,0.0,52.87,19.41,33.46,0.6329
6581,104375,2025-07-23,14,5,3,1,30.65,10.16,0.2,30.65,6.13,24.52,10.16,14.36,0.5856
6582,104375,2025-07-23,5,5,3,1,95.04,40.77,0.1,95.04,9.5,85.54,40.77,44.77,0.5234
6630,104406,2025-07-23,6,1,4,1,79.3,32.5,0.1,79.3,7.93,71.37,32.5,38.87,0.5446
7650,105073,2025-07-23,8,4,4,1,49.53,19.8,0.05,49.53,2.48,47.05,19.8,27.25,0.5792
9026,105983,2025-07-23,5,1,5,1,93.14,40.37,0.0,93.14,0.0,93.14,40.37,52.77,0.5666
9027,105983,2025-07-23,15,1,5,1,56.98,22.53,0.0,56.98,0.0,56.98,22.53,34.45,0.6046
9028,105983,2025-07-23,4,1,5,2,87.69,33.07,0.15,175.38,26.31,149.07,66.14,82.93,0.5563
9029,105983,2025-07-23,9,1,5,2,74.36,28.8,0.15,148.72,22.31,126.41,57.6,68.81,0.5443
9864,106543,2025-07-23,3,3,4,1,54.95,19.55,0.05,54.95,2.75,52.2,19.55,32.65,0.6255
10169,106748,2025-07-23,3,1,4,2,54.02,19.94,0.0,108.04,0.0,108.04,39.88,68.16,0.6309
10626,107028,2025-07-23,12,5,4,1,82.44,28.2,0.1,82.44,8.24,74.2,28.2,46.0,0.6199
10994,107276,2025-07-23,2,2,4,1,116.19,45.37,0.0,116.19,0.0,116.19,45.37,70.82,0.6095
11159,107381,2025-07-23,8,1,4,2,49.65,20.19,0.1,99.3,9.93,89.37,40.38,48.99,0.5482
11160,107381,2025-07-23,14,1,4,1,29.43,9.92,0.15,29.43,4.41,25.02,9.92,15.1,0.6035
12033,107974,2025-07-23,4,2,3,1,84.33,32.96,0.0,84.33,0.0,84.33,32.96,51.37,0.6092
12034,107974,2025-07-23,11,2,3,2,45.23,13.06,0.1,90.46,9.05,81.41,26.12,55.29,0.6792
12087,108008,2025-07-23,15,4,4,2,56.05,22.52,0.0,112.1,0.0,112.1,45.04,67.06,0.5982
12088,108008,2025-07-23,4,4,4,1,87.72,33.33,0.05,87.72,4.39,83.33,33.33,50.0,0.6
12089,108008,2025-07-23,10,4,4,1,60.89,22.89,0.0,60.89,0.0,60.89,22.89,38.0,0.6241
13616,108995,2025-07-23,13,1,2,1,59.99,19.89,0.05,59.99,3.0,56.99,19.89,37.1,0.651
14872,109805,2025-07-23,1,1,4,1,69.84,26.59,0.15,69.84,10.48,59.36,26.59,32.77,0.5521
15841,110443,2025-07-23,3,4,5,1,54.36,20.32,0.0,54.36,0.0,54.36,20.32,34.04,0.6262
15842,110443,2025-07-23,12,4,5,1,86.5,28.15,0.05,86.5,4.32,82.18,28.15,54.03,0.6575
15843,110443,2025-07-23,8,4,5,1,51.66,20.21,0.05,51.66,2.58,49.08,20.21,28.87,0.5882
16057,110586,2025-07-23,15,1,4,1,58.67,23.14,0.0,58.67,0.0,58.67,23.14,35.53,0.6056
16086,110606,2025-07-23,13,5,4,1,56.37,20.11,0.1,56.37,5.64,50.73,20.11,30.62,0.6036
16087,110606,2025-07-23,5,5,4,1,102.08,41.77,0.1,102.08,10.21,91.87,41.77,50.1,0.5453
16088,110606,2025-07-23,8,5,4,1,54.36,19.96,0.1,54.36,5.44,48.92,19.96,28.96,0.592
19653,112960,2025-07-23,9,1,2,2,73.49,28.28,0.15,146.98,22.05,124.93,56.56,68.37,0.5473
20297,113397,2025-07-23,8,1,3,1,52.08,19.35,0.1,52.08,5.21,46.87,19.35,27.52,0.5872
20298,113397,2025-07-23,12,1,3,1,81.02,28.36,0.0,81.02,0.0,81.02,28.36,52.66,0.65
20299,113397,2025-07-23,1,1,3,2,67.08,26.68,0.0,134.16,0.0,134.16,53.36,80.8,0.6023
20680,113643,2025-07-23,13,5,4,1,58.92,20.69,0.1,58.92,5.89,53.03,20.69,32.34,0.6098
20971,113837,2025-07-23,12,4,1,1,81.99,29.04,0.05,81.99,4.1,77.89,29.04,48.85,0.6272
21014,113864,2025-07-23,3,2,5,1,54.51,19.25,0.0,54.51,0.0,54.51,19.25,35.26,0.6469
5083,103391,2025-07-24,9,3,4,1,76.65,29.34,0.05,76.65,3.83,72.82,29.34,43.48,0.5971
7870,105219,2025-07-24,9,5,4,1,69.95,28.22,0.05,69.95,3.5,66.45,28.22,38.23,0.5753
7871,105219,2025-07-24,1,5,4,1,71.85,25.82,0.05,71.85,3.59,68.26,25.82,42.44,0.6217
8234,105454,2025-07-24,3,4,5,2,55.13,19.68,0.05,110.26,5.51,104.75,39.36,65.39,0.6242
8235,105454,2025-07-24,12,4,5,1,85.03,28.8,0.0,85.03,0.0,85.03,28.8,56.23,0.6613
11880,107868,2025-07-24,4,1,4,1,89.19,33.35,0.05,89.19,4.46,84.73,33.35,51.38,0.6064
11881,107868,2025-07-24,12,1,4,1,79.31,28.34,0.05,79.31,3.97,75.34,28.34,47.0,0.6238
14751,109729,2025-07-24,13,4,2,1,56.98,20.8,0.05,56.98,2.85,54.13,20.8,33.33,0.6157
17009,111211,2025-07-24,7,3,4,1,46.65,17.76,0.0,46.65,0.0,46.65,17.76,28.89,0.6193
