id_venda,id_pedido,data_venda,id_produto,id_canal,id_regiao,quantidade,preco_unitario,custo_unitario,desconto_percentual
9045,105990,2025-05-08,6,2,4,3,77.98,32.84,0.05
20635,113614,2026-05-26,15,2,5,2,56.66,23.93,0.05
4483,102972,2026-06-13,1,4,2,1,68.29,27.31,0.0
10416,106900,2024-07-18,5,1,3,1,100.2,38.28,0.05
2465,101644,2025-04-24,3,3,2,1,54.89,20.11,0.05
22311,114715,2024-08-16,2,3,3,1,119.13,44.46,0.1
18289,112063,2026-02-23,5,4,4,1,92.96,42.91,0.05
20559,113561,2025-11-09,6,2,5,1,77.32,33.11,0.1
4484,102972,2026-06-13,9,4,2,2,71.22,29.48,0.05
17540,111562,2025-05-29,14,1,3,1,29.8,10.04,0.1
9181,106076,2026-05-08,4,2,2,1,90.5,34.82,0.1
21974,114507,2025-07-09,1,5,4,3,68.4,26.38,0.05
15401,110157,2024-06-02,12,3,4,1,79.72,27.73,0.1
10525,106964,2024-03-05,11,3,3,1,46.16,12.77,0.05
20527,113544,2026-01-02,9,3,4,1,72.74,28.89,0.05
14701,109695,2025-10-29,15,5,5,2,57.78,22.08,0.05
7235,104803,2026-07-05,15,5,3,1,58.13,23.75,0.05
17606,111604,2026-03-13,2,2,1,1,121.08,45.42,0.0
4609,103057,2026-01-10,1,1,3,3,71.69,27.09,0.05
10732,107104,2024-08-24,5,3,3,1,98.35,38.72,0.1
17821,111741,2026-06-17,4,3,2,1,85.97,34.31,0.1
15132,109981,2025-06-12,12,1,4,2,82.23,28.71,0.1
501,100322,2024-12-12,9,2,4,1,73.81,28.87,0.1
20333,113415,2026-02-26,7,4,4,1,50.79,19.01,0.0
14775,109746,2025-08-27,14,1,5,1,28.34,10.47,0.05
17991,111861,2026-05-28,11,5,5,1,44.12,13.52,0.15
1047,100693,2025-12-26,8,5,5,1,54.26,20.41,0.2
6328,104196,2024-09-08,2,1,4,1,113.19,43.6,0.1
9194,106084,2024-08-26,4,1,5,1,91.43,31.3,0.15
18948,112503,2024-07-17,3,2,4,1,57.04,19.44,0.05
20273,113381,2026-05-02,14,1,5,1,28.75,10.61,0.1
16259,110723,2026-01-31,4,2,5,2,87.0,33.9,0.0
16855,111112,2024-05-04,11,3,4,1,42.64,12.79,0.05
20397,113458,2024-12-02,11,4,2,2,45.41,13.36,0.05
16028,110561,2024-01-09,8,4,4,1,53.58,18.7,0.0
3140,102098,2024-04-12,7,2,5,1,47.16,16.7,0.05
1861,101241,2026-08-26,1,4,5,1,66.64,27.08,0.0
15456,110191,2024-10-24,11,2,4,1,41.92,12.57,0.0
14577,109614,2024-11-28,7,5,2,1,48.73,17.37,0.05
18718,112341,2024-05-08,2,3,4,2,113.31,43.8,0.0
778,100510,2025-01-06,4,1,2,1,92.3,31.8,0.15
13011,108608,2025-10-23,4,2,2,1,86.19,34.32,0.05
12923,108553,2026-05-03,6,3,5,1,76.54,33.08,0.1
3139,102098,2024-04-12,11,2,5,1,41.81,12.73,0.05
4020,102665,2026-07-29,13,2,2,1,61.38,21.23,0.05
9387,106221,2024-07-26,1,2,3,1,67.33,24.74,0.05
9554,106334,2026-05-21,10,1,5,1,60.56,24.67,0.1
17042,111232,2026-01-26,9,3,2,2,73.85,29.21,0.05
20549,113555,2025-03-21,8,5,3,2,54.0,18.96,0.2
13061,108641,2024-11-29,3,3,4,2,54.76,19.13,0.0
10497,106950,2026-06-16,11,1,4,1,46.22,14.1,0.15
3020,102015,2024-01-02,8,4,4,1,54.71,18.5,0.05
13951,109211,2024-05-16,7,5,4,3,51.22,17.29,0.05
14325,109447,2025-03-25,14,1,4,1,28.43,9.75,0.05
6084,104043,2024-10-29,9,2,4,1,77.65,27.63,0.0
9306,106165,2024-12-09,11,1,4,1,44.96,13.13,0.05
2983,101993,2025-12-16,3,3,2,2,52.07,19.89,0.05
18082,111925,2025-09-02,5,3,5,1,101.62,41.77,0.0
20198,113327,2025-09-30,1,2,4,1,72.25,27.18,0.0
11447,107581,2024-04-06,15,1,4,1,58.71,21.34,0.1
18791,112390,2024-08-25,3,3,2,1,51.27,19.57,0.1
5891,103903,2024-06-16,10,4,4,1,66.69,22.87,0.05
9380,106216,2025-09-14,5,1,4,1,95.52,41.56,0.1
13539,108945,2025-10-25,4,3,2,1,87.43,34.1,0.1
9188,106080,2024-08-10,6,5,3,1,80.82,31.27,0.1
10475,106934,2024-01-08,11,5,3,1,42.09,12.29,0.1
9157,106059,2025-10-23,11,2,4,1,44.77,13.54,0.0
6006,103986,2026-01-13,1,2,4,1,71.31,27.35,0.05
566,100369,2024-12-01,7,4,4,1,51.48,17.73,0.0
4119,102732,2025-04-11,8,4,5,1,52.42,19.38,0.0
5900,103911,2025-05-26,12,5,5,1,86.57,28.39,0.1
17531,111557,2026-03-29,3,3,4,2,56.34,20.75,0.0
841,100555,2026-05-23,3,1,5,1,53.81,20.11,0.05
3889,102580,2026-01-11,4,2,2,1,91.76,33.64,0.05
9835,106519,2025-12-16,7,3,5,1,49.39,18.83,0.0
17334,111428,2025-08-15,1,1,4,1,65.43,26.07,0.1
7642,105065,2025-05-25,15,1,5,1,59.37,22.59,0.05
16793,111073,2026-01-30,6,5,4,2,82.35,33.01,0.2
17690,111651,2025-12-17,11,2,4,1,45.55,13.91,0.05
8656,105736,2025-03-05,11,1,4,3,42.61,13.57,0.1
2667,101785,2026-06-06,5,5,4,1,99.53,41.91,0.1
17665,111639,2025-09-18,1,1,2,2,72.11,26.74,0.0
15568,110272,2024-05-10,14,3,4,1,28.19,9.68,0.05
19136,112634,2024-08-28,9,4,4,1,73.83,28.01,0.05
9342,106190,2026-05-09,9,2,4,2,76.12,29.55,0.05
4093,102717,2026-04-16,10,4,4,1,66.03,24.61,0.0
10631,107031,2025-10-30,15,3,1,1,59.58,22.28,0.0
12672,108391,2026-08-25,7,5,5,1,49.8,19.65,0.2
766,100503,2024-04-19,2,3,1,1,123.16,43.56,0.05
1441,100953,2025-07-20,5,1,2,1,99.11,40.39,0.05
21094,113918,2024-11-04,1,3,2,1,72.46,24.76,0.0
11344,107512,2026-06-11,7,1,5,2,48.72,19.12,0.05
14811,109766,2026-08-07,14,2,4,1,27.83,10.5,0.1
3873,102568,2024-11-22,6,1,4,1,79.88,32.11,0.0
17550,111570,2025-03-14,9,3,4,1,70.64,29.36,0.0
20872,113774,2026-05-01,4,5,5,1,91.2,33.91,0.1
12986,108593,2026-04-03,5,2,4,1,94.16,41.3,0.05
4866,103235,2025-08-02,14,2,5,1,29.75,9.94,0.1
17539,111561,2025-08-07,3,1,3,1,56.69,20.41,0.0
2621,101753,2025-05-26,9,2,4,1,75.55,28.86,0.05
17152,111305,2025-11-13,14,5,5,2,30.86,10.26,0.1
16304,110755,2024-11-25,3,1,2,1,52.41,19.74,0.15
16613,110957,2024-12-02,6,1,5,3,75.76,31.59,0.0
6710,104456,2024-07-25,9,2,3,1,73.81,28.41,0.1
10221,106780,2024-02-12,13,1,3,1,60.86,19.32,0.05
3027,102019,2026-04-02,8,1,4,1,50.16,20.91,0.1
20249,113362,2025-07-27,8,3,2,1,54.79,20.21,0.0
4103,102722,2026-07-28,7,1,2,1,46.66,18.69,0.15
1299,100859,2026-05-18,12,2,4,1,80.22,29.78,0.1
21206,113992,2026-01-22,5,2,4,1,103.45,40.58,0.05
6339,104204,2024-02-18,14,1,4,1,29.35,9.82,0.0
2023,101346,2026-06-09,13,3,4,1,56.06,21.11,0.1
19469,112847,2025-11-25,2,1,4,2,115.92,45.39,0.0
18253,112038,2025-09-29,7,1,4,2,50.11,18.53,0.15
7373,104897,2024-12-25,1,2,2,2,68.65,25.71,0.1
9386,106221,2024-07-26,10,2,3,1,65.81,22.77,0.1
2686,101796,2025-06-15,12,2,5,1,85.62,27.79,0.0
20079,113245,2024-07-28,3,3,4,1,52.88,18.99,0.1
72,100046,2026-06-17,5,2,4,1,94.18,41.32,0.1
10604,107012,2025-09-05,12,3,5,2,85.27,29.06,0.0
7786,105162,2025-11-12,11,2,5,2,42.84,13.58,0.1
1026,100677,2024-06-21,6,5,4,1,75.55,30.19,0.05
9104,106030,2026-07-15,7,1,3,1,50.73,19.31,0.0
12752,108442,2025-05-11,7,4,5,2,51.42,17.95,0.0
9405,106231,2026-03-25,15,3,1,1,56.85,23.11,0.1
8651,105731,2025-06-27,14,3,1,2,30.07,10.09,0.1
6605,104388,2025-08-21,3,2,5,1,52.48,20.19,0.05
16159,110654,2024-12-28,3,3,4,1,53.74,19.24,0.0
20092,113255,2025-05-09,9,1,3,1,73.0,28.12,0.0
18367,112115,2024-10-15,11,2,4,1,46.36,12.7,0.05
9538,106323,2025-05-04,4,2,5,1,84.3,32.12,0.1
9637,106388,2025-10-06,12,3,4,1,82.74,29.37,0.1
20687,113649,2026-07-08,6,4,5,1,76.94,34.49,0.0
3500,102343,2024-12-30,14,3,5,1,29.64,9.94,0.1
2497,101663,2025-09-14,14,2,5,1,30.3,10.52,0.0
16419,110835,2026-03-22,12,3,1,1,80.09,29.29,0.1
12792,108468,2025-03-10,10,2,1,1,67.11,23.2,0.1
15627,110311,2025-06-20,5,3,2,4,97.49,40.18,0.1
2423,101612,2025-10-12,15,2,1,1,59.53,22.51,0.05
21221,114000,2025-01-13,2,1,2,2,120.47,43.99,0.05
22647,114939,2025-08-22,3,1,5,2,53.86,20.24,0.15
2733,101829,2026-06-23,5,3,4,1,93.7,42.72,0.1
81,100052,2026-01-19,5,1,4,2,98.21,42.32,0.1
4218,102792,2026-04-15,8,2,4,1,51.18,20.51,0.0
4243,102810,2026-05-10,12,2,2,2,79.33,29.31,0.0
3812,102530,2026-05-25,15,4,2,1,56.24,23.86,0.05
13236,108755,2025-12-04,2,5,1,3,119.81,45.49,0.15
13450,108890,2025-04-16,7,3,4,2,48.61,17.5,0.0
8149,105394,2025-12-15,8,1,4,4,53.68,20.58,0.1
20758,113693,2024-09-03,15,1,2,3,61.3,21.2,0.1
1360,100899,2025-09-08,2,2,4,1,123.15,44.1,0.0
13897,109178,2024-10-27,5,1,4,2,97.78,40.11,0.15
9841,106523,2024-12-14,7,3,2,1,49.78,17.3,0.1
19521,112882,2025-03-22,1,5,5,1,70.56,26.12,0.2
2163,101448,2025-10-01,13,1,3,1,55.73,20.65,0.05
880,100584,2025-09-05,2,1,4,1,122.67,45.58,0.05
1579,101051,2025-06-13,13,5,2,1,61.52,20.06,0.1
15446,110185,2025-11-05,1,3,4,1,68.99,27.33,0.0
7574,105028,2025-11-15,15,1,2,2,58.14,23.12,0.0
1510,101002,2025-06-01,12,2,4,2,81.51,28.52,0.1
19870,113105,2025-05-19,7,3,2,2,46.82,18.55,0.0
21348,114089,2026-01-09,12,3,5,1,86.33,28.77,0.0
19670,112974,2026-04-19,12,1,5,1,81.6,29.85,0.0
12781,108461,2025-07-08,15,3,4,1,57.5,22.14,0.05
4113,102730,2026-02-13,2,5,4,1,119.43,47.16,0.1
383,100244,2026-07-12,1,2,5,1,69.95,28.22,0.0
1846,101232,2024-01-05,15,5,2,1,58.57,20.66,0.05
22309,114714,2025-10-09,7,4,5,2,51.79,18.7,0.05
21462,114167,2025-01-06,15,2,5,1,58.48,21.86,0.05
12244,108109,2025-12-20,14,3,3,1,29.6,10.45,0.0
12400,108206,2024-02-26,11,4,4,1,42.36,12.38,0.0
7839,105197,2024-10-10,10,1,5,1,61.06,23.08,0.0
4569,103033,2024-10-22,5,4,4,1,97.77,40.39,0.05
6964,104628,2024-12-11,10,4,4,1,66.52,23.28,0.0
11227,107424,2024-12-11,7,1,1,1,48.73,17.61,0.1
13102,108668,2025-04-22,14,2,2,1,28.38,10.19,0.1
12935,108561,2025-12-25,2,4,2,1,112.3,45.64,0.05
17702,111659,2026-04-10,2,5,4,2,118.69,47.41,0.1
21943,114484,2026-03-28,11,5,4,1,42.99,14.07,0.05
12003,107958,2025-02-07,13,2,4,1,56.62,20.46,0.05
4333,102868,2025-06-29,12,3,4,1,88.21,27.95,
5280,103519,2024-07-29,12,1,4,1,84.79,27.22,0.15
11679,107731,2024-01-15,15,5,2,1,61.34,21.54,0.2
19131,112631,2026-01-09,4,3,2,1,88.64,33.54,0.05
14147,109336,2025-01-05,8,1,2,2,54.71,19.34,0.05
9435,106252,2025-06-29,1,4,5,1,67.09,25.59,0.0
3615,102419,2024-11-22,8,2,4,1,53.69,18.91,0.05
2109,101407,2024-02-18,13,3,2,2,59.66,19.62,0.05
15160,110002,2024-09-15,6,2,4,1,82.88,31.39,0.05
10779,107134,2025-03-18,3,4,2,2,56.89,19.85,0.0
12083,108006,2025-12-27,12,1,1,1,88.09,28.84,0.15
7774,105153,2025-06-17,6,5,3,1,75.63,31.93,0.15
18970,112521,2026-06-01,12,3,4,1,81.6,30.42,0.0
12889,108533,2025-08-10,11,3,4,1,42.71,13.33,0.1
6033,104004,2026-01-05,15,2,4,1,61.98,23.26,0.05
5324,103544,2026-02-02,8,1,5,1,53.44,19.8,0.1
21394,114119,2025-12-22,7,5,4,1,48.63,18.32,0.05
21655,114300,2025-09-02,7,3,4,4,50.89,18.27,0.1
11352,107516,2025-05-01,15,3,4,1,61.9,22.58,0.0
4184,102772,2024-07-15,14,5,2,1,28.05,9.57,0.15
14036,109263,2025-07-26,15,2,2,2,61.3,22.22,0.1
21405,114127,2026-02-03,6,4,1,1,77.49,32.09,0.05
17125,111287,2025-12-22,8,3,2,1,50.34,20.69,0.05
637,100417,2024-10-31,1,5,3,1,70.74,25.79,0.15
8984,105958,2024-02-24,7,5,5,4,51.43,17.44,0.05
12518,108288,2024-02-24,7,2,2,1,48.84,17.55,0.0
3220,102153,2026-03-11,3,1,4,2,54.58,20.4,0.0
247,100155,2024-02-27,12,4,3,1,83.92,27.05,0.05
6283,104163,2025-01-26,13,5,2,1,58.87,20.22,0.15
16950,111173,2025-04-30,7,4,3,1,46.63,17.61,0.05
13422,108872,2025-12-27,1,1,5,1,67.37,26.38,0.05
15932,110501,2026-02-17,13,4,4,1,61.82,21.31,0.0
1194,100787,2026-02-23,11,4,4,2,43.24,14.06,0.05
46,100031,2026-04-13,10,3,5,1,65.6,23.94,0.05
14741,109721,2025-08-14,11,2,2,2,42.76,13.82,0.0
20142,113292,2024-12-23,6,2,4,1,78.3,30.66,0.05
977,100647,2025-06-22,11,1,5,1,46.54,13.26,0.1
16688,111002,2026-07-06,5,4,4,1,94.61,41.5,0.05
6787,104508,2024-01-01,2,5,3,2,112.25,42.3,0.15
13003,108602,2024-08-10,13,2,4,1,61.62,20.02,0.1
2964,101984,2025-10-17,7,5,3,4,49.45,18.48,0.15
5564,103692,2025-04-05,7,5,5,2,46.6,18.01,0.2
14861,109797,2026-03-09,2,2,2,1,118.73,47.72,0.05
9777,106478,2025-12-27,2,1,4,2,117.54,47.24,0.05
14385,109488,2026-06-27,2,3,4,1,124.55,48.23,0.05
13171,108710,2025-11-30,5,1,4,1,102.49,40.74,0.05
4516,102996,2025-12-24,3,5,4,1,51.85,19.67,0.05
9582,106352,2024-12-21,1,1,4,1,72.37,24.97,0.0
20931,113812,2026-01-06,14,4,4,4,28.99,10.53,0.0
1976,101318,2024-12-08,1,2,5,1,72.49,24.83,0.1
12105,108019,2025-08-18,15,3,2,1,60.79,22.12,0.1
5122,103412,2024-08-25,5,3,4,1,100.54,39.66,0.1
18470,112175,2026-05-30,13,4,4,1,61.57,20.86,0.0
16942,111167,2026-03-02,2,2,5,1,120.1,46.09,0.05
12604,108349,2025-11-23,10,1,5,1,60.87,24.49,0.15
21130,113941,2025-11-27,7,1,4,1,49.43,18.67,0.1
15783,110410,2026-05-01,10,4,3,1,67.12,24.23,0.0
11907,107886,2025-06-18,6,1,2,1,76.82,32.78,0.1
6890,104578,2025-09-04,15,1,4,1,59.14,22.58,0.15
18615,112267,2024-12-27,14,2,4,1,28.19,9.91,0.05
20476,113506,2025-06-19,2,1,4,1,112.96,44.52,0.1
13034,108623,2024-01-19,1,5,4,2,71.94,24.52,0.15
11033,107305,2026-06-14,14,5,4,1,29.68,10.74,0.2
7617,105049,2026-05-13,8,5,2,3,54.54,20.4,0.2
15181,110016,2026-08-10,9,4,1,2,74.78,29.8,0.0
21777,114382,2024-07-27,9,3,4,2,74.82,28.47,0.05
10240,106792,2026-04-02,5,3,5,3,94.58,41.89,0.05
1752,101170,2025-07-21,11,2,3,1,44.33,13.22,0.1
17549,111569,2025-08-21,9,3,2,1,70.61,28.5,0.05
22271,114691,2026-08-06,15,2,1,1,57.98,23.98,0.1
433,100280,2024-01-19,5,5,5,1,94.16,38.36,0.1
11592,107679,2024-11-20,5,4,5,2,98.21,39.0,0.05
5168,103441,2026-05-25,3,4,5,1,52.2,20.28,0.0
7601,105041,2026-03-01,15,2,5,1,61.96,23.59,0.05
18818,112410,2025-11-15,4,1,1,1,89.55,33.83,0.0
1833,101224,2025-02-23,4,4,1,1,87.76,32.4,0.05
12671,108390,2026-03-07,13,2,5,2,58.03,20.76,0.1
9633,106386,2024-03-17,1,3,4,1,68.57,24.12,0.05
15987,110535,2025-12-03,8,5,4,1,54.95,20.42,0.05
16723,111026,2024-10-26,1,2,4,2,66.58,25.92,0.1
10265,106811,2025-06-13,2,2,5,2,112.07,44.64,0.0
38,100026,2024-05-09,1,1,1,1,70.24,24.73,0.0
8769,105815,2025-03-28,15,1,2,1,61.89,22.11,0.15
13373,108839,2024-09-11,6,3,4,2,78.4,30.78,0.0
6204,104116,2025-05-10,5,1,4,1,103.28,40.98,0.0
3989,102644,2025-11-20,1,4,5,1,68.28,26.2,0.05
4594,103049,2024-12-25,14,3,4,1,28.12,10.12,0.0
714,100476,2025-05-06,1,5,4,1,71.49,26.26,0.05
560,100364,2026-08-28,5,5,4,1,93.06,41.67,0.2
18301,112070,2025-04-19,11,2,4,2,42.45,12.91,0.0
16930,111158,2026-05-17,13,3,5,1,58.22,21.14,0.1
2336,101557,2024-02-25,15,3,4,2,59.99,21.56,0.05
13268,108776,2024-04-14,13,2,5,1,60.01,19.66,0.05
12613,108352,2024-07-31,14,3,5,1,30.09,9.47,0.05
16495,110879,2026-07-01,10,4,1,1,65.54,24.31,0.0
8832,105859,2025-03-15,4,2,5,1,86.39,32.95,0.1
13988,109234,2024-04-26,3,3,5,1,53.24,19.09,0.0
9074,106009,2026-08-06,6,2,4,1,80.27,34.56,0.1
14544,109596,2026-06-05,4,1,2,1,92.49,35.45,0.0
8760,105806,2025-01-07,2,5,2,1,123.65,44.17,0.1
18473,112176,2024-05-23,1,1,4,1,68.2,25.29,0.05
21969,114503,2024-12-03,8,1,4,2,53.13,19.08,0.1
10438,106912,2025-12-20,1,1,4,2,67.74,26.38,0.15
13379,108842,2025-11-22,8,4,5,1,50.68,20.15,0.0
12673,108392,2026-07-29,7,3,4,2,48.56,18.9,0.05
12358,108182,2025-04-24,13,1,4,1,59.97,19.98,0.15
2507,101669,2025-07-22,4,3,3,1,88.98,33.49,0.05
8331,105521,2024-04-19,6,1,5,1,75.28,30.63,0.15
7433,104941,2026-05-30,10,1,4,1,61.94,23.85,0.15
12429,108230,2024-12-16,4,3,5,1,83.64,31.96,0.1
17349,111438,2024-11-12,3,3,1,2,51.53,19.03,0.1
8432,105591,2025-12-25,8,3,4,1,49.37,20.33,0.1
13926,109197,2025-02-07,15,4,5,1,55.87,21.93,0.0
2671,101786,2026-05-17,7,5,1,1,50.67,19.02,0.1
3748,102496,2026-02-01,5,3,5,1,94.85,40.55,0.05
17806,111731,2025-12-24,1,1,1,2,69.0,26.72,0.15
1598,101065,2025-06-27,7,2,4,1,51.27,17.94,0.1
17924,111814,2025-10-25,12,3,4,1,85.58,28.42,0.05
4491,102976,2025-06-13,7,3,4,2,46.65,18.28,0.0
21574,114247,2025-12-03,14,2,3,1,29.35,10.37,0.05
13092,108662,2024-07-22,9,3,1,1,71.4,26.97,0.0
9373,106212,2026-02-24,1,1,4,3,70.96,27.44,0.1
22276,114695,2024-12-25,15,5,4,1,59.97,21.33,0.05
6008,103988,2026-01-30,2,1,4,1,113.52,45.29,0.0
19524,112884,2025-11-26,9,1,3,1,70.17,29.03,0.1
4303,102845,2025-05-08,7,1,4,1,48.48,18.31,0.1
3007,102007,2024-02-28,3,2,5,1,53.83,18.72,0.05
18573,112240,2024-01-06,15,1,4,1,58.06,21.02,0.05
8283,105488,2024-03-20,11,1,3,1,44.0,12.62,0.1
18604,112259,2025-10-27,6,1,2,1,80.87,32.86,0.0
1691,101127,2026-08-26,13,1,4,1,59.36,21.93,0.15
14020,109255,2026-02-20,15,5,4,1,56.18,23.62,0.15
626,100410,2024-11-03,10,3,1,1,62.05,23.33,0.1
7524,104998,2025-01-02,1,1,2,1,66.86,25.07,0.15
5831,103866,2025-11-18,9,2,1,1,76.44,30.23,0.0
1742,101163,2025-07-09,3,2,4,1,54.28,19.69,0.0
15821,110431,2024-10-09,6,3,4,2,82.14,31.33,0.0
14050,109274,2024-10-01,9,1,3,1,75.82,28.6,0.15
17111,111278,2025-09-27,11,2,2,1,43.39,13.19,0.1
2830,101894,2026-04-17,8,2,5,3,49.91,20.54,0.0
17234,111362,2024-09-09,12,2,2,1,82.06,26.59,0.0
17527,111554,2024-11-14,2,1,4,2,118.17,44.27,0.15
13871,109161,2025-10-13,1,3,4,1,68.79,26.45,0.05
13986,109234,2024-04-26,8,3,5,1,51.83,18.57,0.0
20516,113538,2024-05-26,7,2,4,3,49.85,17.75,0.1
20330,113413,2026-05-28,10,5,4,1,63.32,24.27,0.2
20502,113526,2024-10-21,3,5,1,1,55.31,18.85,0.2
16220,110696,2026-08-03,5,2,2,1,94.6,41.82,0.0
10448,106919,2026-05-21,1,2,4,2,71.58,26.69,0.1
12562,108319,2024-01-22,8,4,3,1,49.26,18.24,0.0
16850,111111,2024-01-24,5,2,5,1,93.65,38.56,0.05
7940,105256,2026-03-05,8,3,5,1,55.01,20.48,0.1
8028,105316,2024-10-21,4,5,2,2,92.11,31.7,0.05
3414,102285,2026-02-12,3,1,4,2,51.46,20.09,0.05
17196,111336,2025-11-23,14,1,2,1,30.14,10.19,0.15
13249,108764,2026-03-10,11,1,4,1,45.04,13.91,0.0
16809,111081,2025-08-23,1,1,5,1,69.09,26.15,0.0
907,100600,2026-01-29,9,1,5,1,76.14,28.97,0.15
9229,106109,2024-10-03,12,1,2,3,86.86,28.17,0.05
11886,107873,2026-02-21,7,4,3,1,50.35,18.58,0.05
20484,113511,2024-07-28,3,1,5,2,53.24,18.7,0.0
761,100502,2025-08-08,8,4,2,1,49.57,20.13,0.05
3119,102083,2024-10-03,8,1,5,2,49.41,18.74,0.05
987,100653,2026-02-21,15,2,2,2,57.5,22.66,0.1
12615,108353,2025-12-04,2,4,4,1,123.33,47.21,0.0
14976,109875,2026-04-18,1,1,4,1,65.47,27.2,0.15
7953,105265,2026-01-08,13,1,4,4,62.1,20.29,0.15
20093,113256,2026-05-02,3,5,2,1,56.87,20.18,0.2
14135,109328,2024-06-10,2,3,4,1,121.3,41.9,0.1
14146,109336,2025-01-05,3,1,2,1,55.18,19.77,0.1
13699,109051,2026-04-22,6,4,4,1,78.03,32.71,0.05
19952,113154,2026-07-01,3,5,1,3,53.12,20.68,0.2
10246,106797,2025-09-24,8,2,2,1,53.12,20.12,0.0
296,100186,2024-07-23,3,2,1,1,52.15,19.14,0.1
17394,111469,2024-08-19,15,3,2,3,59.06,21.92,0.05
11736,107771,2024-07-14,15,5,4,1,58.36,21.02,0.05
13819,109128,2025-02-14,3,1,2,1,55.14,19.32,0.1
1786,101190,2026-08-04,10,1,2,2,64.41,24.83,0.1
4383,102900,2025-10-02,9,1,4,3,76.74,28.56,0.15
2259,101513,2026-06-30,5,3,1,1,98.41,42.0,0.1
5319,103541,2025-08-23,2,1,5,1,116.33,44.79,0.1
5855,103880,2025-01-12,1,2,4,2,70.95,25.78,0.0
17830,111746,2024-11-25,14,3,4,1,27.88,10.09,0.0
9477,106283,2025-12-01,1,1,4,1,71.39,27.24,0.1
16414,110833,2026-02-21,1,2,5,2,71.52,27.45,0.1
9555,106335,2024-06-23,2,2,2,1,114.12,42.35,0.1
16762,111054,2026-07-08,3,2,4,1,52.73,20.24,0.0
9905,106569,2025-09-10,14,3,1,3,28.44,10.51,0.1
5734,103803,2024-02-29,7,1,5,2,51.51,16.8,0.0
5770,103825,2025-10-09,14,2,5,2,28.12,10.53,0.1
12647,108374,2024-04-01,4,3,3,1,88.78,30.89,0.05
22705,114981,2025-06-05,2,5,4,1,115.59,44.93,0.15
18842,112428,2025-01-11,11,5,5,1,43.76,13.16,0.2
8742,105793,2025-02-14,3,5,4,2,56.68,19.96,0.05
20182,113316,2026-06-15,14,3,5,1,27.96,10.5,0.0
8463,105608,2024-10-14,11,1,4,2,42.63,12.73,0.0
7987,105289,2024-08-15,5,3,4,1,103.49,39.99,0.1
13097,108665,2025-03-28,4,5,4,1,91.06,32.17,0.2
19905,113129,2026-06-21,9,2,4,1,77.2,29.43,0.05
3575,102395,2024-08-26,13,1,4,2,61.74,19.86,0.05
15243,110060,2024-08-04,8,1,1,1,49.64,18.78,0.15
7408,104923,2025-10-16,12,1,4,2,81.39,28.39,0.15
5309,103535,2024-06-14,3,1,4,2,52.87,18.39,0.05
12545,108307,2025-03-14,8,1,4,1,51.02,19.99,0.05
18251,112037,2024-01-20,15,2,4,1,57.1,21.57,0.1
7314,104857,2025-05-12,4,2,2,1,90.0,33.88,0.05
2649,101773,2024-12-25,7,3,4,2,49.42,17.27,0.05
2587,101730,2026-03-01,14,1,4,1,31.07,10.29,0.1
8904,105910,2026-08-12,5,5,4,1,95.47,43.16,0.05
21461,114166,2025-04-15,15,2,5,1,58.04,22.73,0.0
19803,113061,2025-08-21,14,3,3,1,29.98,10.08,0.1
6577,104373,2025-11-12,8,1,4,1,51.81,20.54,0.1
3161,102113,2024-11-15,8,1,3,1,53.14,19.37,0.0
11010,107287,2025-03-07,5,4,4,1,98.71,39.12,0.05
3183,102128,2025-06-28,8,1,4,1,49.6,19.98,0.0
19948,113151,2026-04-05,10,4,1,1,66.99,23.76,0.0
11673,107728,2024-08-11,4,3,4,1,85.56,32.76,0.05
2378,101580,2025-01-04,5,2,5,2,96.35,39.88,0.1
4804,103193,2026-05-31,15,5,1,1,55.81,23.36,0.05
4219,102793,2025-02-20,1,3,4,1,69.05,25.31,0.0
5693,103781,2024-02-08,7,3,4,3,46.57,16.95,0.0
15994,110539,2026-08-04,4,1,4,1,87.01,34.78,0.15
21878,114445,2024-06-21,12,1,4,1,82.18,27.04,0.0
5393,103588,2026-07-21,12,5,5,1,86.52,28.99,0.05
9117,106040,2024-02-26,12,1,4,1,86.97,26.21,0.1
14690,109686,2024-03-27,1,3,4,1,72.66,24.15,0.0
12370,108190,2024-11-22,5,1,5,1,101.24,38.5,0.15
10616,107021,2026-07-28,3,1,4,1,55.68,20.22,0.15
17444,111499,2024-05-05,9,2,3,2,77.07,27.86,0.1
9372,106212,2026-02-24,7,1,4,1,50.24,18.66,0.1
21706,114334,2024-06-13,10,1,4,1,61.98,22.28,0.1
17409,111480,2024-12-07,14,4,3,1,28.66,10.05,0.0
20226,113345,2025-07-07,11,5,2,1,43.99,13.39,0.2
17470,111515,2024-06-18,7,4,2,1,48.88,17.1,0.05
1755,101170,2025-07-21,15,2,3,1,55.77,22.9,0.1
15970,110522,2026-08-12,12,3,4,2,82.89,29.43,0.1
8979,105954,2026-06-11,12,2,2,1,87.87,29.0,0.0
9267,106137,2025-08-17,7,5,4,2,51.57,17.97,0.05
9292,106154,2025-05-20,7,2,5,1,48.42,17.84,0.05
10539,106972,2025-06-08,2,4,4,1,112.93,45.16,0.05
22411,114781,2026-04-05,3,2,2,1,52.2,20.65,0.05
5373,103575,2024-02-16,14,3,2,1,29.44,9.32,0.0
1880,101254,2024-03-25,7,1,5,2,51.36,16.89,0.15
