id_orcamento,mes_referencia,id_produto,id_canal,id_regiao,quantidade_orcada,receita_orcada,custo_orcado,margem_orcada
4899,2025-07-01,5,2,4,4,334.58,146.34,188.24
4900,2025-07-01,5,2,5,4,356.79,150.76,206.03
4901,2025-07-01,5,3,4,6,555.56,243.54,312.02
4902,2025-07-01,5,3,5,2,202.25,85.47,116.78
4903,2025-07-01,5,4,1,2,233.95,96.83,137.12
4904,2025-07-01,5,4,2,1,99.62,43.5,56.12
4905,2025-07-01,5,4,4,7,651.04,278.35,372.69
4906,2025-07-01,5,4,5,1,98.16,43.68,54.48
4907,2025-07-01,5,5,2,1,93.99,39.7,54.29
4908,2025-07-01,5,5,3,2,178.02,79.33,98.69
4909,2025-07-01,5,5,4,4,369.5,178.46,191.04
4910,2025-07-01,5,5,5,2,152.08,77.06,75.02
4911,2025-07-01,6,1,2,3,220.3,94.88,125.42
4912,2025-07-01,6,1,4,13,908.91,410.68,498.23
4913,2025-07-01,6,1,5,2,127.49,58.38,69.11
4914,2025-07-01,6,2,3,1,67.79,30.14,37.65
4915,2025-07-01,6,2,4,6,432.96,182.3,250.66
4916,2025-07-01,6,2,5,3,207.85,90.94,116.91
4917,2025-07-01,6,3,1,1,89.85,35.16,54.69
4918,2025-07-01,6,3,2,3,226.75,99.85,126.9
4919,2025-07-01,6,3,3,2,154.03,62.5,91.53
4920,2025-07-01,6,3,4,1,71.01,31.28,39.73
4921,2025-07-01,6,3,5,1,77.76,32.07,45.69
4922,2025-07-01,6,4,2,1,92.27,36.6,55.67
4923,2025-07-01,6,4,3,4,335.82,140.97,194.85
4924,2025-07-01,6,4,4,7,524.46,217.99,306.47
4925,2025-07-01,6,4,5,3,226.85,101.58,125.27
4926,2025-07-01,6,5,1,1,65.44,33.97,31.47
4927,2025-07-01,6,5,2,3,215.1,97.8,117.3
4928,2025-07-01,6,5,4,7,486.58,232.37,254.21
4929,2025-07-01,6,5,5,3,176.78,87.03,89.75
4930,2025-07-01,7,1,2,9,375.13,156.2,218.93
4931,2025-07-01,7,1,3,2,79.54,32.03,47.51
4932,2025-07-01,7,1,4,9,427.02,166.67,260.35
4933,2025-07-01,7,1,5,3,111.79,46.0,65.79
4934,2025-07-01,7,2,2,6,278.39,114.61,163.78
4935,2025-07-01,7,2,3,2,92.3,35.22,57.08
4936,2025-07-01,7,2,4,9,410.76,156.78,253.98
4937,2025-07-01,7,2,5,3,134.21,51.62,82.59
4938,2025-07-01,7,3,1,2,94.32,39.13,55.19
4939,2025-07-01,7,3,2,3,145.17,58.21,86.96
4940,2025-07-01,7,3,3,5,230.67,96.05,134.62
4941,2025-07-01,7,3,4,3,133.9,51.16,82.74
4942,2025-07-01,7,4,2,2,112.3,42.82,69.48
4943,2025-07-01,7,4,4,7,343.41,128.3,215.11
4944,2025-07-01,7,4,5,3,140.82,53.04,87.78
4945,2025-07-01,7,5,4,1,42.37,15.85,26.52
4946,2025-07-01,7,5,5,5,250.12,100.15,149.97
4947,2025-07-01,8,1,1,1,48.33,19.0,29.33
4948,2025-07-01,8,1,2,2,93.93,36.72,57.21
4949,2025-07-01,8,1,3,4,224.07,88.07,136.0
4950,2025-07-01,8,1,4,11,532.07,216.9,315.17
4951,2025-07-01,8,1,5,4,167.71,71.08,96.63
4952,2025-07-01,8,2,1,3,150.97,63.21,87.76
4953,2025-07-01,8,2,3,1,54.36,19.66,34.7
4954,2025-07-01,8,2,4,7,342.32,141.75,200.57
4955,2025-07-01,8,2,5,4,194.02,78.39,115.63
4956,2025-07-01,8,3,1,1,55.13,22.76,32.37
4957,2025-07-01,8,3,2,3,157.98,62.54,95.44
4958,2025-07-01,8,3,3,2,103.57,41.61,61.96
4959,2025-07-01,8,3,4,2,92.13,38.25,53.88
4960,2025-07-01,8,3,5,2,104.51,39.25,65.26
4961,2025-07-01,8,4,1,1,61.6,23.42,38.18
4962,2025-07-01,8,4,2,1,60.42,22.39,38.03
4963,2025-07-01,8,4,3,4,219.38,84.05,135.33
4964,2025-07-01,8,4,4,2,102.38,39.32,63.06
4965,2025-07-01,8,4,5,5,264.59,104.92,159.67
4966,2025-07-01,8,5,2,2,98.54,40.68,57.86
4967,2025-07-01,8,5,4,2,85.13,36.51,48.62
4968,2025-07-01,8,5,5,1,43.65,18.1,25.55
4969,2025-07-01,9,1,1,4,288.89,114.5,174.39
4970,2025-07-01,9,1,2,8,512.28,218.22,294.06
4971,2025-07-01,9,1,4,3,168.82,72.8,96.02
4972,2025-07-01,9,1,5,5,322.72,128.67,194.05
4973,2025-07-01,9,2,3,4,268.19,110.58,157.61
4974,2025-07-01,9,2,4,5,366.66,156.12,210.54
4975,2025-07-01,9,2,5,3,200.43,82.59,117.84
4976,2025-07-01,9,3,1,2,161.58,65.75,95.83
4977,2025-07-01,9,3,4,7,478.21,193.49,284.72
4978,2025-07-01,9,3,5,1,69.0,28.75,40.25
4979,2025-07-01,9,4,2,1,83.09,30.76,52.33
4980,2025-07-01,9,4,4,3,225.57,82.14,143.43
4981,2025-07-01,9,4,5,2,139.04,57.05,81.99
4982,2025-07-01,9,5,4,1,61.05,25.54,35.51
4983,2025-07-01,10,1,2,3,173.03,67.88,105.15
4984,2025-07-01,10,1,4,7,442.86,161.88,280.98
4985,2025-07-01,10,1,5,2,97.7,42.46,55.24
4986,2025-07-01,10,2,1,1,62.55,25.1,37.45
4987,2025-07-01,10,2,2,1,63.33,24.1,39.23
4988,2025-07-01,10,2,3,2,129.67,45.71,83.96
4989,2025-07-01,10,2,4,5,327.98,125.01,202.97
4990,2025-07-01,10,2,5,1,57.04,23.34,33.7
4991,2025-07-01,10,3,1,1,68.12,27.79,40.33
4992,2025-07-01,10,3,2,1,63.38,25.23,38.15
4993,2025-07-01,10,3,4,7,393.27,158.24,235.03
4994,2025-07-01,10,4,3,1,69.3,24.8,44.5
4995,2025-07-01,10,4,4,1,60.65,22.64,38.01
4996,2025-07-01,10,5,4,1,56.63,22.45,34.18
4997,2025-07-01,10,5,5,2,105.64,44.45,61.19
4998,2025-07-01,11,1,2,2,78.54,25.42,53.12
4999,2025-07-01,11,1,3,3,110.6,36.52,74.08
5000,2025-07-01,11,1,4,8,343.38,114.6,228.78
5001,2025-07-01,11,1,5,4,134.64,47.75,86.89
5002,2025-07-01,11,2,2,4,175.71,54.23,121.48
5003,2025-07-01,11,2,3,4,155.82,49.92,105.9
5004,2025-07-01,11,2,4,10,392.56,127.48,265.08
5005,2025-07-01,11,3,1,1,48.33,15.52,32.81
5006,2025-07-01,11,3,2,3,133.46,43.84,89.62
5007,2025-07-01,11,3,4,8,310.68,101.8,208.88
5008,2025-07-01,11,4,1,1,51.02,14.47,36.55
5009,2025-07-01,11,4,4,1,43.57,13.24,30.33
5010,2025-07-01,11,4,5,5,235.16,67.94,167.22
5011,2025-07-01,11,5,2,2,78.48,26.63,51.85
5012,2025-07-01,11,5,4,1,31.94,11.87,20.07
5013,2025-07-01,12,1,2,7,535.5,189.81,345.69
5014,2025-07-01,12,1,3,2,147.9,49.65,98.25
5015,2025-07-01,12,1,4,4,332.16,122.41,209.75
5016,2025-07-01,12,1,5,2,142.31,50.74,91.57
5017,2025-07-01,12,2,2,2,161.34,57.14,104.2
5018,2025-07-01,12,2,3,3,245.64,81.76,163.88
5019,2025-07-01,12,2,4,4,278.22,100.6,177.62
5020,2025-07-01,12,2,5,2,147.9,54.75,93.15
5021,2025-07-01,12,3,1,3,266.03,90.29,175.74
5022,2025-07-01,12,3,4,8,606.98,210.34,396.64
5023,2025-07-01,12,3,5,3,209.9,81.74,128.16
5024,2025-07-01,12,4,1,1,89.14,32.68,56.46
5025,2025-07-01,12,4,3,1,86.88,29.4,57.48
5026,2025-07-01,12,4,4,5,407.43,139.28,268.15
5027,2025-07-01,12,4,5,2,175.31,58.5,116.81
5028,2025-07-01,12,5,2,1,71.05,27.43,43.62
5029,2025-07-01,12,5,3,1,72.28,26.29,45.99
5030,2025-07-01,12,5,4,3,207.27,78.17,129.1
5031,2025-07-01,13,1,1,2,113.56,41.48,72.08
5032,2025-07-01,13,1,2,8,452.73,168.98,283.75
5033,2025-07-01,13,1,4,6,337.25,122.79,214.46
5034,2025-07-01,13,1,5,4,194.14,73.86,120.28
5035,2025-07-01,13,2,1,1,60.0,21.08,38.92
5036,2025-07-01,13,2,2,3,176.61,63.07,113.54
5037,2025-07-01,13,2,3,4,206.87,76.32,130.55
5038,2025-07-01,13,2,4,9,529.03,189.95,339.08
5039,2025-07-01,13,2,5,2,98.84,38.03,60.81
5040,2025-07-01,13,3,1,1,67.16,22.85,44.31
5041,2025-07-01,13,3,2,2,121.16,45.92,75.24
5042,2025-07-01,13,3,4,2,120.51,41.17,79.34
5043,2025-07-01,13,3,5,1,58.22,21.2,37.02
5044,2025-07-01,13,4,2,1,61.11,22.92,38.19
5045,2025-07-01,13,4,4,5,282.3,104.29,178.01
5046,2025-07-01,13,4,5,4,234.83,79.23,155.6
5047,2025-07-01,13,5,2,1,48.14,20.28,27.86
5048,2025-07-01,13,5,4,4,228.73,85.89,142.84
5049,2025-07-01,13,5,5,3,142.18,58.25,83.93
5050,2025-07-01,14,1,3,1,21.47,8.89,12.58
5051,2025-07-01,14,1,4,11,315.58,115.83,199.75
5052,2025-07-01,14,1,5,4,121.45,46.69,74.76
5053,2025-07-01,14,2,1,1,27.79,11.14,16.65
5054,2025-07-01,14,2,4,11,318.94,118.63,200.31
5055,2025-07-01,14,2,5,6,154.93,56.14,98.79
5056,2025-07-01,14,3,2,3,90.73,34.17,56.56
5057,2025-07-01,14,3,3,1,25.99,10.41,15.58
5058,2025-07-01,14,3,4,8,213.85,78.6,135.25
5059,2025-07-01,14,3,5,3,91.65,29.83,61.82
5060,2025-07-01,14,4,2,1,31.74,11.69,20.05
5061,2025-07-01,14,4,3,1,29.17,11.23,17.94
5062,2025-07-01,14,4,4,6,180.33,62.5,117.83
5063,2025-07-01,14,4,5,2,64.53,22.04,42.49
5064,2025-07-01,14,5,3,1,24.04,9.98,14.06
5065,2025-07-01,14,5,4,1,23.27,8.69,14.58
5066,2025-07-01,14,5,5,3,71.4,28.69,42.71
5067,2025-07-01,15,1,1,1,58.71,21.93,36.78
5068,2025-07-01,15,1,2,6,335.14,132.53,202.61
5069,2025-07-01,15,1,3,2,102.13,41.16,60.97
5070,2025-07-01,15,1,4,5,297.69,114.25,183.44
5071,2025-07-01,15,1,5,3,153.14,60.67,92.47
5072,2025-07-01,15,2,1,2,120.54,48.83,71.71
5073,2025-07-01,15,2,2,4,227.93,90.74,137.19
5074,2025-07-01,15,2,3,3,152.76,68.01,84.75
5075,2025-07-01,15,2,4,7,402.16,159.82,242.34
5076,2025-07-01,15,2,5,3,161.01,65.16,95.85
5077,2025-07-01,15,3,2,4,256.95,94.84,162.11
5078,2025-07-01,15,3,4,3,160.1,66.58,93.52
5079,2025-07-01,15,4,2,3,196.83,75.78,121.05
5080,2025-07-01,15,4,3,3,184.95,68.85,116.1
5081,2025-07-01,15,4,4,7,409.06,162.38,246.68
5082,2025-07-01,15,4,5,2,126.05,46.64,79.41
5083,2025-07-01,15,5,3,1,53.6,21.24,32.36
5084,2025-07-01,15,5,4,3,137.24,64.84,72.4
5085,2025-07-01,15,5,5,3,140.84,62.28,78.56
5086,2025-08-01,1,1,1,3,192.45,76.7,115.75
5087,2025-08-01,1,1,2,5,307.34,121.16,186.18
5088,2025-08-01,1,1,3,1,53.16,23.16,30.0
5089,2025-08-01,1,1,4,8,550.07,217.17,332.9
5090,2025-08-01,1,1,5,4,243.35,94.11,149.24
5091,2025-08-01,1,2,1,4,275.93,107.93,168.0
5092,2025-08-01,1,2,2,6,404.17,156.81,247.36
5093,2025-08-01,1,2,4,7,486.05,195.71,290.34
5094,2025-08-01,1,2,5,3,198.56,76.55,122.01
5095,2025-08-01,1,3,2,3,205.03,81.18,123.85
5096,2025-08-01,1,3,4,4,267.43,100.69,166.74
5097,2025-08-01,1,3,5,3,194.59,76.84,117.75
5098,2025-08-01,1,4,4,3,214.35,79.11,135.24
5099,2025-08-01,1,4,5,4,272.16,107.55,164.61
5100,2025-08-01,1,5,1,2,128.95,52.44,76.51
5101,2025-08-01,1,5,2,1,64.98,25.8,39.18
5102,2025-08-01,1,5,3,2,102.7,50.36,52.34
5103,2025-08-01,1,5,4,5,280.05,124.12,155.93
5104,2025-08-01,2,1,1,4,462.93,170.99,291.94
5105,2025-08-01,2,1,2,5,531.02,208.51,322.51
5106,2025-08-01,2,1,3,3,290.94,124.62,166.32
5107,2025-08-01,2,1,4,7,741.38,309.24,432.14
5108,2025-08-01,2,1,5,2,191.09,81.03,110.06
5109,2025-08-01,2,2,1,2,257.06,97.18,159.88
5110,2025-08-01,2,2,2,4,425.63,179.96,245.67
5111,2025-08-01,2,2,3,8,913.13,360.24,552.89
5112,2025-08-01,2,2,4,9,1038.57,400.91,637.66
5113,2025-08-01,2,2,5,4,420.68,172.2,248.48
5114,2025-08-01,2,3,3,2,224.86,91.08,133.78
5115,2025-08-01,2,3,4,8,890.8,359.03,531.77
5116,2025-08-01,2,4,1,1,126.47,50.79,75.68
5117,2025-08-01,2,4,2,1,123.58,49.7,73.88
5118,2025-08-01,2,4,4,7,812.74,312.85,499.89
5119,2025-08-01,2,4,5,1,116.82,47.77,69.05
5120,2025-08-01,2,5,4,2,185.19,80.24,104.95
5121,2025-08-01,2,5,5,2,198.76,81.82,116.94
5122,2025-08-01,3,1,2,5,211.12,93.64,117.48
5123,2025-08-01,3,1,3,1,51.82,18.28,33.54
5124,2025-08-01,3,1,4,3,133.18,51.64,81.54
5125,2025-08-01,3,1,5,9,437.78,171.0,266.78
5126,2025-08-01,3,2,2,4,220.27,83.18,137.09
5127,2025-08-01,3,2,4,8,439.94,161.61,278.33
5128,2025-08-01,3,2,5,8,411.09,156.71,254.38
5129,2025-08-01,3,3,4,6,288.81,110.23,178.58
5130,2025-08-01,3,3,5,1,53.6,19.01,34.59
5131,2025-08-01,3,4,2,1,63.2,21.49,41.71
5132,2025-08-01,3,4,5,1,52.54,20.98,31.56
5133,2025-08-01,3,5,2,2,91.23,40.99,50.24
5134,2025-08-01,3,5,3,1,44.52,18.13,26.39
5135,2025-08-01,3,5,4,4,206.93,85.89,121.04
5136,2025-08-01,3,5,5,2,89.82,36.44,53.38
5137,2025-08-01,4,1,4,2,148.31,58.83,89.48
5138,2025-08-01,4,1,5,6,542.89,217.87,325.02
5139,2025-08-01,4,2,1,1,93.39,35.93,57.46
5140,2025-08-01,4,2,2,1,87.04,34.25,52.79
5141,2025-08-01,4,2,3,3,250.92,97.71,153.21
5142,2025-08-01,4,2,4,4,324.19,121.64,202.55
5143,2025-08-01,4,2,5,4,336.96,128.65,208.31
5144,2025-08-01,4,3,2,3,247.98,105.9,142.08
5145,2025-08-01,4,3,4,4,324.5,129.04,195.46
5146,2025-08-01,4,3,5,2,161.81,64.92,96.89
5147,2025-08-01,4,4,2,1,89.76,36.12,53.64
5148,2025-08-01,4,4,4,6,507.73,199.53,308.2
5149,2025-08-01,4,4,5,4,357.94,136.44,221.5
5150,2025-08-01,4,5,3,2,143.54,64.68,78.86
5151,2025-08-01,4,5,5,3,194.37,90.49,103.88
5152,2025-08-01,5,1,2,4,336.97,161.3,175.67
5153,2025-08-01,5,1,3,1,78.8,36.26,42.54
5154,2025-08-01,5,1,4,12,1127.09,500.44,626.65
5155,2025-08-01,5,1,5,3,265.77,110.72,155.05
5156,2025-08-01,5,2,1,2,195.57,91.03,104.54
5157,2025-08-01,5,2,2,5,470.65,213.59,257.06
5158,2025-08-01,5,2,4,6,606.37,254.15,352.22
5159,2025-08-01,5,2,5,2,181.82,77.8,104.02
5160,2025-08-01,5,3,2,4,412.57,173.45,239.12
5161,2025-08-01,5,3,3,8,742.78,322.2,420.58
5162,2025-08-01,5,3,4,8,698.59,311.78,386.81
5163,2025-08-01,5,3,5,1,90.91,42.68,48.23
5164,2025-08-01,5,4,2,2,224.65,91.73,132.92
5165,2025-08-01,5,4,4,5,478.98,201.14,277.84
5166,2025-08-01,5,4,5,5,469.1,207.05,262.05
5167,2025-08-01,5,5,2,1,96.79,39.82,56.97
5168,2025-08-01,5,5,4,3,231.01,108.37,122.64
5169,2025-08-01,5,5,5,4,345.76,151.68,194.08
5170,2025-08-01,6,1,1,3,229.96,97.27,132.69
5171,2025-08-01,6,1,2,2,133.94,61.33,72.61
5172,2025-08-01,6,1,4,3,236.47,108.48,127.99
5173,2025-08-01,6,1,5,1,61.41,28.0,33.41
5174,2025-08-01,6,2,2,4,321.21,136.67,184.54
5175,2025-08-01,6,2,4,6,446.6,184.06,262.54
5176,2025-08-01,6,2,5,3,228.53,93.51,135.02
5177,2025-08-01,6,3,2,1,74.86,35.38,39.48
5178,2025-08-01,6,3,3,1,87.81,34.47,53.34
5179,2025-08-01,6,3,4,7,486.97,221.83,265.14
5180,2025-08-01,6,3,5,1,75.49,31.35,44.14
5181,2025-08-01,6,4,3,3,224.44,98.42,126.02
5182,2025-08-01,6,4,4,1,77.04,32.9,44.14
5183,2025-08-01,6,5,3,1,72.33,30.41,41.92
5184,2025-08-01,6,5,4,2,121.64,56.64,65.0
5185,2025-08-01,6,5,5,3,186.01,96.17,89.84
5186,2025-08-01,7,1,1,3,129.97,51.92,78.05
5187,2025-08-01,7,1,2,2,97.9,36.65,61.25
5188,2025-08-01,7,1,4,9,433.02,171.38,261.64
5189,2025-08-01,7,1,5,10,483.43,186.69,296.74
5190,2025-08-01,7,2,2,2,95.72,37.93,57.79
5191,2025-08-01,7,2,4,14,648.28,248.92,399.36
5192,2025-08-01,7,2,5,1,48.33,17.03,31.3
5193,2025-08-01,7,3,1,1,48.33,20.48,27.85
5194,2025-08-01,7,3,2,2,105.66,38.21,67.45
5195,2025-08-01,7,3,3,2,92.74,37.31,55.43
5196,2025-08-01,7,3,4,9,440.62,172.36,268.26
5197,2025-08-01,7,3,5,2,86.7,36.01,50.69
5198,2025-08-01,7,4,2,1,55.47,21.25,34.22
5199,2025-08-01,7,4,4,3,139.66,52.64,87.02
5200,2025-08-01,7,4,5,2,97.57,37.47,60.1
5201,2025-08-01,7,5,2,3,134.32,55.22,79.1
5202,2025-08-01,7,5,3,1,43.19,18.03,25.16
5203,2025-08-01,7,5,4,9,406.79,165.87,240.92
5204,2025-08-01,8,1,1,1,43.85,18.9,24.95
5205,2025-08-01,8,1,2,7,329.28,132.01,197.27
5206,2025-08-01,8,1,3,2,96.16,37.2,58.96
5207,2025-08-01,8,1,4,7,339.96,141.52,198.44
5208,2025-08-01,8,1,5,5,238.21,101.17,137.04
5209,2025-08-01,8,2,1,2,100.16,44.02,56.14
5210,2025-08-01,8,2,2,4,209.67,83.04,126.63
5211,2025-08-01,8,2,3,2,98.84,38.2,60.64
5212,2025-08-01,8,2,4,13,643.99,256.9,387.09
5213,2025-08-01,8,2,5,5,226.78,90.6,136.18
5214,2025-08-01,8,3,1,3,151.77,64.38,87.39
5215,2025-08-01,8,3,2,3,176.63,65.05,111.58
5216,2025-08-01,8,3,3,1,50.83,20.6,30.23
5217,2025-08-01,8,3,4,7,343.89,135.86,208.03
5218,2025-08-01,8,3,5,4,205.1,80.83,124.27
5219,2025-08-01,8,4,2,2,112.73,45.79,66.94
5220,2025-08-01,8,4,3,1,51.47,22.49,28.98
5221,2025-08-01,8,4,4,2,106.37,42.22,64.15
5222,2025-08-01,8,4,5,4,213.22,82.07,131.15
5223,2025-08-01,8,5,2,2,94.32,40.88,53.44
5224,2025-08-01,8,5,3,3,124.65,59.56,65.09
5225,2025-08-01,8,5,4,9,390.74,177.12,213.62
5226,2025-08-01,8,5,5,2,91.13,36.35,54.78
5227,2025-08-01,9,1,1,6,446.75,172.56,274.19
5228,2025-08-01,9,1,3,2,145.8,54.07,91.73
5229,2025-08-01,9,1,4,6,423.39,174.66,248.73
5230,2025-08-01,9,1,5,1,59.48,25.9,33.58
5231,2025-08-01,9,2,1,1,70.47,29.34,41.13
5232,2025-08-01,9,2,2,1,64.42,28.97,35.45
5233,2025-08-01,9,2,3,2,132.69,55.71,76.98
5234,2025-08-01,9,2,4,10,705.48,305.39,400.09
5235,2025-08-01,9,2,5,1,68.89,27.2,41.69
5236,2025-08-01,9,3,2,2,149.57,61.83,87.74
5237,2025-08-01,9,3,4,3,208.89,87.85,121.04
5238,2025-08-01,9,3,5,3,208.68,90.89,117.79
5239,2025-08-01,9,4,1,2,167.67,65.37,102.3
5240,2025-08-01,9,4,2,1,78.79,31.28,47.51
5241,2025-08-01,9,4,3,1,81.12,32.1,49.02
5242,2025-08-01,9,4,5,1,76.52,30.34,46.18
5243,2025-08-01,9,5,3,1,67.65,28.18,39.47
5244,2025-08-01,9,5,4,3,179.33,79.05,100.28
5245,2025-08-01,10,1,2,2,119.86,43.17,76.69
5246,2025-08-01,10,1,3,2,112.16,42.18,69.98
5247,2025-08-01,10,1,4,4,251.17,100.53,150.64
5248,2025-08-01,10,2,2,1,64.82,25.83,38.99
5249,2025-08-01,10,2,4,6,361.33,134.58,226.75
5250,2025-08-01,10,2,5,2,104.08,43.62,60.46
5251,2025-08-01,10,3,2,2,129.48,50.93,78.55
5252,2025-08-01,10,3,4,6,367.56,145.01,222.55
5253,2025-08-01,10,4,2,2,143.29,52.72,90.57
5254,2025-08-01,10,4,3,2,128.62,49.96,78.66
5255,2025-08-01,10,4,4,5,302.55,114.17,188.38
5256,2025-08-01,10,4,5,1,58.07,23.61,34.46
5257,2025-08-01,10,5,4,4,243.6,103.87,139.73
5258,2025-08-01,10,5,5,1,56.22,21.89,34.33
5259,2025-08-01,11,1,1,3,120.02,40.76,79.26
5260,2025-08-01,11,1,2,2,83.49,25.81,57.68
5261,2025-08-01,11,1,3,1,36.61,12.08,24.53
5262,2025-08-01,11,1,4,6,255.62,79.4,176.22
5263,2025-08-01,11,1,5,3,121.94,36.75,85.19
5264,2025-08-01,11,2,1,2,79.75,27.47,52.28
5265,2025-08-01,11,2,2,5,220.24,70.65,149.59
5266,2025-08-01,11,2,4,9,353.94,114.72,239.22
5267,2025-08-01,11,2,5,1,43.05,13.19,29.86
5268,2025-08-01,11,3,1,1,50.81,14.49,36.32
5269,2025-08-01,11,3,4,2,75.6,25.24,50.36
5270,2025-08-01,11,4,2,4,196.2,58.65,137.55
5271,2025-08-01,11,4,3,3,128.15,40.29,87.86
5272,2025-08-01,11,4,4,2,88.96,26.09,62.87
5273,2025-08-01,11,5,1,1,40.7,13.26,27.44
5274,2025-08-01,11,5,2,1,41.8,12.79,29.01
5275,2025-08-01,11,5,4,5,176.32,61.56,114.76
5276,2025-08-01,11,5,5,1,37.7,11.88,25.82
5277,2025-08-01,12,1,1,1,82.84,27.59,55.25
5278,2025-08-01,12,1,2,2,149.35,53.75,95.6
5279,2025-08-01,12,1,4,9,667.19,253.27,413.92
5280,2025-08-01,12,1,5,4,355.85,122.14,233.71
5281,2025-08-01,12,2,1,1,89.96,29.4,60.56
5282,2025-08-01,12,2,2,10,843.65,298.81,544.84
5283,2025-08-01,12,2,4,6,494.11,178.69,315.42
5284,2025-08-01,12,2,5,1,76.57,26.73,49.84
5285,2025-08-01,12,3,2,1,91.52,31.3,60.22
5286,2025-08-01,12,3,4,5,407.93,140.75,267.18
5287,2025-08-01,12,3,5,2,148.57,55.84,92.73
5288,2025-08-01,12,4,4,2,163.91,55.8,108.11
5289,2025-08-01,12,5,2,4,264.51,113.83,150.68
5290,2025-08-01,12,5,4,1,69.42,25.07,44.35
5291,2025-08-01,12,5,5,1,66.9,26.58,40.32
5292,2025-08-01,13,1,1,1,47.79,19.72,28.07
5293,2025-08-01,13,1,2,1,56.36,18.57,37.79
5294,2025-08-01,13,1,4,3,137.53,51.13,86.4
5295,2025-08-01,13,1,5,4,238.98,88.05,150.93
5296,2025-08-01,13,2,2,3,165.14,62.94,102.2
5297,2025-08-01,13,2,4,6,333.97,125.61,208.36
5298,2025-08-01,13,2,5,2,109.77,40.64,69.13
5299,2025-08-01,13,3,3,1,58.54,21.93,36.61
5300,2025-08-01,13,3,4,4,226.62,81.49,145.13
5301,2025-08-01,13,3,5,2,109.14,39.16,69.98
5302,2025-08-01,13,4,3,1,61.06,21.02,40.04
5303,2025-08-01,13,4,4,1,57.16,19.76,37.4
5304,2025-08-01,13,4,5,3,191.91,64.06,127.85
5305,2025-08-01,13,5,4,2,96.14,37.14,59.0
5306,2025-08-01,13,5,5,2,99.6,38.17,61.43
5307,2025-08-01,14,1,1,5,128.54,48.36,80.18
5308,2025-08-01,14,1,3,1,28.73,9.79,18.94
5309,2025-08-01,14,1,4,4,125.14,44.3,80.84
5310,2025-08-01,14,1,5,7,193.05,72.47,120.58
5311,2025-08-01,14,2,1,1,28.73,10.96,17.77
5312,2025-08-01,14,2,2,5,152.05,54.02,98.03
5313,2025-08-01,14,2,4,12,335.29,125.86,209.43
5314,2025-08-01,14,2,5,4,108.35,37.37,70.98
5315,2025-08-01,14,3,2,8,220.92,76.71,144.21
5316,2025-08-01,14,3,3,4,114.56,43.75,70.81
5317,2025-08-01,14,3,4,8,228.41,82.01,146.4
5318,2025-08-01,14,3,5,1,27.3,9.54,17.76
5319,2025-08-01,14,4,2,3,97.47,34.11,63.36
5320,2025-08-01,14,4,4,2,56.75,20.26,36.49
5321,2025-08-01,14,4,5,1,33.07,11.08,21.99
5322,2025-08-01,14,5,2,1,25.89,10.02,15.87
5323,2025-08-01,14,5,3,2,47.56,18.74,28.82
5324,2025-08-01,14,5,4,4,95.57,37.22,58.35
5325,2025-08-01,14,5,5,2,46.15,19.69,26.46
5326,2025-08-01,15,1,1,1,52.52,22.54,29.98
5327,2025-08-01,15,1,2,2,107.32,41.86,65.46
5328,2025-08-01,15,1,3,1,46.59,19.65,26.94
5329,2025-08-01,15,1,4,5,271.57,116.2,155.37
5330,2025-08-01,15,1,5,7,359.16,161.52,197.64
5331,2025-08-01,15,2,1,2,116.69,46.7,69.99
5332,2025-08-01,15,2,2,14,768.82,313.33,455.49
5333,2025-08-01,15,2,4,5,258.56,101.49,157.07
5334,2025-08-01,15,2,5,8,435.88,178.09,257.79
5335,2025-08-01,15,3,2,3,182.92,74.45,108.47
5336,2025-08-01,15,3,4,2,109.75,42.4,67.35
5337,2025-08-01,15,4,1,1,66.48,25.32,41.16
5338,2025-08-01,15,4,2,4,262.81,99.25,163.56
5339,2025-08-01,15,4,4,4,222.14,87.94,134.2
5340,2025-08-01,15,4,5,2,125.79,46.87,78.92
5341,2025-08-01,15,5,3,3,147.89,66.62,81.27
5342,2025-08-01,15,5,4,6,275.46,128.01,147.45
5343,2025-08-01,15,5,5,2,90.22,40.69,49.53
5344,2025-09-01,1,1,1,3,188.0,78.05,109.95
5345,2025-09-01,1,1,2,6,413.86,153.26,260.6
5346,2025-09-01,1,1,3,6,357.02,147.75,209.27
5347,2025-09-01,1,1,4,7,425.67,177.03,248.64
5348,2025-09-01,1,1,5,3,165.68,68.88,96.8
5349,2025-09-01,1,2,2,2,138.14,53.27,84.87
5350,2025-09-01,1,2,3,3,187.89,78.38,109.51
5351,2025-09-01,1,2,4,4,232.72,93.41,139.31
5352,2025-09-01,1,2,5,1,61.84,24.76,37.08
5353,2025-09-01,1,3,2,1,64.4,28.66,35.74
5354,2025-09-01,1,3,3,1,64.78,25.77,39.01
5355,2025-09-01,1,3,4,8,487.39,200.8,286.59
5356,2025-09-01,1,4,1,1,69.47,29.13,40.34
5357,2025-09-01,1,4,2,6,381.39,145.98,235.41
5358,2025-09-01,1,4,3,7,535.27,199.87,335.4
5359,2025-09-01,1,4,4,8,535.03,212.57,322.46
5360,2025-09-01,1,5,2,6,356.86,154.12,202.74
5361,2025-09-01,1,5,4,3,156.28,68.75,87.53
5362,2025-09-01,1,5,5,3,168.91,74.94,93.97
